# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2011-09-30 09:35:31 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08220000 RIO GRANDE NEAR DEL NORTE, CO
# -----------------------------------------------------------------------------------
#
# Data provided for site 08220000
#    DD parameter statistic   Description
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# agency_cd	site_no	datetime	01_00060_00003	01_00060_00003_cd
# 5s	15s	20d	14n	10s
USGS	08220000	2001-10-20	256	A
USGS	08220000	2001-10-21	255	A
USGS	08220000	2001-10-22	259	A
USGS	08220000	2001-10-23	259	A
USGS	08220000	2001-10-24	248	A
USGS	08220000	2001-10-25	226	A
USGS	08220000	2001-10-26	218	A
USGS	08220000	2001-10-27	238	A
USGS	08220000	2001-10-28	239	A
USGS	08220000	2001-10-29	240	A
USGS	08220000	2001-10-30	238	A
USGS	08220000	2001-10-31	251	A
USGS	08220000	2001-11-01	286	A
USGS	08220000	2001-11-02	226	A
USGS	08220000	2001-11-03	211	A
USGS	08220000	2001-11-04	205	A
USGS	08220000	2001-11-05	204	A
USGS	08220000	2001-11-06	203	A
USGS	08220000	2001-11-07	204	A
USGS	08220000	2001-11-08	206	A
USGS	08220000	2001-11-09	206	A
USGS	08220000	2001-11-10	200	A
USGS	08220000	2001-11-11	191	A
USGS	08220000	2001-11-12	195	A
USGS	08220000	2001-11-13	197	A
USGS	08220000	2001-11-14	196	A
USGS	08220000	2001-11-15	195	A
USGS	08220000	2001-11-16	187	A
USGS	08220000	2001-11-17	187	A
USGS	08220000	2001-11-18	189	A
USGS	08220000	2001-11-19	178	A
USGS	08220000	2001-11-20	153	A
USGS	08220000	2001-11-21	132	A
USGS	08220000	2001-11-22	159	A
USGS	08220000	2001-11-23	202	A
USGS	08220000	2001-11-24	172	A
USGS	08220000	2001-11-25	156	A
USGS	08220000	2001-11-26	159	A
USGS	08220000	2001-11-27	157	A
USGS	08220000	2001-11-28	150	A:e
USGS	08220000	2001-11-29	160	A:e
USGS	08220000	2001-11-30	170	A:e
USGS	08220000	2001-12-01	160	A:e
USGS	08220000	2001-12-02	170	A:e
USGS	08220000	2001-12-03	180	A:e
USGS	08220000	2001-12-04	170	A:e
USGS	08220000	2001-12-05	170	A:e
USGS	08220000	2001-12-06	170	A:e
USGS	08220000	2001-12-07	170	A:e
USGS	08220000	2001-12-08	160	A:e
USGS	08220000	2001-12-09	160	A:e
USGS	08220000	2001-12-10	160	A:e
USGS	08220000	2001-12-11	160	A:e
USGS	08220000	2001-12-12	150	A:e
USGS	08220000	2001-12-13	140	A:e
USGS	08220000	2001-12-14	140	A:e
USGS	08220000	2001-12-15	150	A:e
USGS	08220000	2001-12-16	150	A:e
USGS	08220000	2001-12-17	150	A:e
USGS	08220000	2001-12-18	160	A:e
USGS	08220000	2001-12-19	150	A:e
USGS	08220000	2001-12-20	150	A:e
USGS	08220000	2001-12-21	160	A:e
USGS	08220000	2001-12-22	160	A:e
USGS	08220000	2001-12-23	140	A:e
USGS	08220000	2001-12-24	150	A:e
USGS	08220000	2001-12-25	150	A:e
USGS	08220000	2001-12-26	150	A:e
USGS	08220000	2001-12-27	170	A:e
USGS	08220000	2001-12-28	160	A:e
USGS	08220000	2001-12-29	150	A:e
USGS	08220000	2001-12-30	160	A:e
USGS	08220000	2001-12-31	150	A:e
USGS	08220000	2002-01-01	160	A:e
USGS	08220000	2002-01-02	150	A:e
USGS	08220000	2002-01-03	150	A:e
USGS	08220000	2002-01-04	160	A:e
USGS	08220000	2002-01-05	160	A:e
USGS	08220000	2002-01-06	160	A:e
USGS	08220000	2002-01-07	170	A:e
USGS	08220000	2002-01-08	180	A:e
USGS	08220000	2002-01-09	180	A:e
USGS	08220000	2002-01-10	170	A:e
USGS	08220000	2002-01-11	150	A:e
USGS	08220000	2002-01-12	150	A:e
USGS	08220000	2002-01-13	150	A:e
USGS	08220000	2002-01-14	140	A:e
USGS	08220000	2002-01-15	170	A:e
USGS	08220000	2002-01-16	180	A:e
USGS	08220000	2002-01-17	170	A:e
USGS	08220000	2002-01-18	160	A:e
USGS	08220000	2002-01-19	140	A:e
USGS	08220000	2002-01-20	150	A:e
USGS	08220000	2002-01-21	150	A:e
USGS	08220000	2002-01-22	170	A:e
USGS	08220000	2002-01-23	170	A:e
USGS	08220000	2002-01-24	150	A:e
USGS	08220000	2002-01-25	150	A:e
USGS	08220000	2002-01-26	160	A:e
USGS	08220000	2002-01-27	170	A:e
USGS	08220000	2002-01-28	180	A:e
USGS	08220000	2002-01-29	170	A:e
USGS	08220000	2002-01-30	160	A:e
USGS	08220000	2002-01-31	150	A:e
USGS	08220000	2002-02-01	140	A:e
USGS	08220000	2002-02-02	150	A:e
USGS	08220000	2002-02-03	150	A:e
USGS	08220000	2002-02-04	150	A:e
USGS	08220000	2002-02-05	150	A:e
USGS	08220000	2002-02-06	140	A:e
USGS	08220000	2002-02-07	150	A:e
USGS	08220000	2002-02-08	160	A:e
USGS	08220000	2002-02-09	140	A:e
USGS	08220000	2002-02-10	140	A:e
USGS	08220000	2002-02-11	150	A:e
USGS	08220000	2002-02-12	160	A:e
USGS	08220000	2002-02-13	150	A:e
USGS	08220000	2002-02-14	160	A:e
USGS	08220000	2002-02-15	150	A:e
USGS	08220000	2002-02-16	150	A:e
USGS	08220000	2002-02-17	170	A:e
USGS	08220000	2002-02-18	170	A:e
USGS	08220000	2002-02-19	170	A:e
USGS	08220000	2002-02-20	170	A:e
USGS	08220000	2002-02-21	160	A:e
USGS	08220000	2002-02-22	160	A:e
USGS	08220000	2002-02-23	170	A:e
USGS	08220000	2002-02-24	180	A:e
USGS	08220000	2002-02-25	160	A:e
USGS	08220000	2002-02-26	150	A:e
USGS	08220000	2002-02-27	150	A:e
USGS	08220000	2002-02-28	160	A:e
USGS	08220000	2002-03-01	160	A:e
USGS	08220000	2002-03-02	140	A:e
USGS	08220000	2002-03-03	150	A:e
USGS	08220000	2002-03-04	150	A:e
USGS	08220000	2002-03-05	170	A:e
USGS	08220000	2002-03-06	180	A:e
USGS	08220000	2002-03-07	190	A:e
USGS	08220000	2002-03-08	180	A:e
USGS	08220000	2002-03-09	150	A:e
USGS	08220000	2002-03-10	170	A:e
USGS	08220000	2002-03-11	200	A:e
USGS	08220000	2002-03-12	190	A:e
USGS	08220000	2002-03-13	210	A:e
USGS	08220000	2002-03-14	200	A:e
USGS	08220000	2002-03-15	190	A:e
USGS	08220000	2002-03-16	190	A:e
USGS	08220000	2002-03-17	184	A
USGS	08220000	2002-03-18	188	A
USGS	08220000	2002-03-19	177	A
USGS	08220000	2002-03-20	185	A
USGS	08220000	2002-03-21	199	A
USGS	08220000	2002-03-22	223	A
USGS	08220000	2002-03-23	235	A
USGS	08220000	2002-03-24	223	A
USGS	08220000	2002-03-25	205	A
USGS	08220000	2002-03-26	191	A
USGS	08220000	2002-03-27	205	A
USGS	08220000	2002-03-28	234	A
USGS	08220000	2002-03-29	252	A
USGS	08220000	2002-03-30	266	A
USGS	08220000	2002-03-31	280	A
USGS	08220000	2002-04-01	277	A
USGS	08220000	2002-04-02	284	A
USGS	08220000	2002-04-03	340	A
USGS	08220000	2002-04-04	500	A
USGS	08220000	2002-04-05	562	A
USGS	08220000	2002-04-06	557	A
USGS	08220000	2002-04-07	515	A
USGS	08220000	2002-04-08	488	A
USGS	08220000	2002-04-09	455	A
USGS	08220000	2002-04-10	436	A
USGS	08220000	2002-04-11	437	A
USGS	08220000	2002-04-12	443	A
USGS	08220000	2002-04-13	413	A
USGS	08220000	2002-04-14	437	A
USGS	08220000	2002-04-15	527	A
USGS	08220000	2002-04-16	540	A
USGS	08220000	2002-04-17	466	A
USGS	08220000	2002-04-18	402	A
USGS	08220000	2002-04-19	384	A
USGS	08220000	2002-04-20	386	A
USGS	08220000	2002-04-21	367	A
USGS	08220000	2002-04-22	365	A
USGS	08220000	2002-04-23	348	A
USGS	08220000	2002-04-24	370	A
USGS	08220000	2002-04-25	417	A
USGS	08220000	2002-04-26	432	A
USGS	08220000	2002-04-27	478	A
USGS	08220000	2002-04-28	483	A
USGS	08220000	2002-04-29	486	A
USGS	08220000	2002-04-30	449	A
USGS	08220000	2002-05-01	462	A
USGS	08220000	2002-05-02	459	A
USGS	08220000	2002-05-03	449	A
USGS	08220000	2002-05-04	486	A
USGS	08220000	2002-05-05	535	A
USGS	08220000	2002-05-06	565	A
USGS	08220000	2002-05-07	599	A
USGS	08220000	2002-05-08	637	A
USGS	08220000	2002-05-09	614	A
USGS	08220000	2002-05-10	577	A
USGS	08220000	2002-05-11	526	A
USGS	08220000	2002-05-12	508	A
USGS	08220000	2002-05-13	488	A
USGS	08220000	2002-05-14	492	A
USGS	08220000	2002-05-15	527	A
USGS	08220000	2002-05-16	570	A
USGS	08220000	2002-05-17	604	A
USGS	08220000	2002-05-18	626	A
USGS	08220000	2002-05-19	644	A
USGS	08220000	2002-05-20	671	A
USGS	08220000	2002-05-21	611	A
USGS	08220000	2002-05-22	563	A
USGS	08220000	2002-05-23	521	A
USGS	08220000	2002-05-24	496	A
USGS	08220000	2002-05-25	423	A
USGS	08220000	2002-05-26	364	A
USGS	08220000	2002-05-27	349	A
USGS	08220000	2002-05-28	334	A
USGS	08220000	2002-05-29	320	A
USGS	08220000	2002-05-30	315	A
USGS	08220000	2002-05-31	328	A
USGS	08220000	2002-06-01	384	A
USGS	08220000	2002-06-02	449	A
USGS	08220000	2002-06-03	413	A
USGS	08220000	2002-06-04	364	A
USGS	08220000	2002-06-05	348	A
USGS	08220000	2002-06-06	320	A
USGS	08220000	2002-06-07	301	A
USGS	08220000	2002-06-08	285	A
USGS	08220000	2002-06-09	272	A
USGS	08220000	2002-06-10	261	A
USGS	08220000	2002-06-11	244	A
USGS	08220000	2002-06-12	218	A
USGS	08220000	2002-06-13	205	A
USGS	08220000	2002-06-14	194	A
USGS	08220000	2002-06-15	189	A
USGS	08220000	2002-06-16	175	A
USGS	08220000	2002-06-17	167	A
USGS	08220000	2002-06-18	158	A
USGS	08220000	2002-06-19	153	A
USGS	08220000	2002-06-20	146	A
USGS	08220000	2002-06-21	141	A
USGS	08220000	2002-06-22	136	A
USGS	08220000	2002-06-23	135	A
USGS	08220000	2002-06-24	134	A
USGS	08220000	2002-06-25	138	A
USGS	08220000	2002-06-26	153	A
USGS	08220000	2002-06-27	157	A
USGS	08220000	2002-06-28	146	A
USGS	08220000	2002-06-29	140	A
USGS	08220000	2002-06-30	135	A
USGS	08220000	2002-07-01	128	A
USGS	08220000	2002-07-02	131	A
USGS	08220000	2002-07-03	132	A
USGS	08220000	2002-07-04	138	A
USGS	08220000	2002-07-05	140	A
USGS	08220000	2002-07-06	156	A
USGS	08220000	2002-07-07	149	A
USGS	08220000	2002-07-08	166	A
USGS	08220000	2002-07-09	176	A
USGS	08220000	2002-07-10	170	A
USGS	08220000	2002-07-11	150	A
USGS	08220000	2002-07-12	134	A
USGS	08220000	2002-07-13	127	A
USGS	08220000	2002-07-14	122	A
USGS	08220000	2002-07-15	120	A
USGS	08220000	2002-07-16	118	A
USGS	08220000	2002-07-17	107	A
USGS	08220000	2002-07-18	113	A
USGS	08220000	2002-07-19	111	A
USGS	08220000	2002-07-20	115	A
USGS	08220000	2002-07-21	135	A
USGS	08220000	2002-07-22	144	A
USGS	08220000	2002-07-23	141	A
USGS	08220000	2002-07-24	165	A
USGS	08220000	2002-07-25	152	A
USGS	08220000	2002-07-26	175	A
USGS	08220000	2002-07-27	190	A
USGS	08220000	2002-07-28	179	A
USGS	08220000	2002-07-29	153	A
USGS	08220000	2002-07-30	140	A
USGS	08220000	2002-07-31	128	A
USGS	08220000	2002-08-01	118	A
USGS	08220000	2002-08-02	107	A
USGS	08220000	2002-08-03	112	A
USGS	08220000	2002-08-04	125	A
USGS	08220000	2002-08-05	128	A
USGS	08220000	2002-08-06	143	A
USGS	08220000	2002-08-07	178	A
USGS	08220000	2002-08-08	170	A
USGS	08220000	2002-08-09	155	A
USGS	08220000	2002-08-10	151	A
USGS	08220000	2002-08-11	141	A
USGS	08220000	2002-08-12	135	A
USGS	08220000	2002-08-13	114	A
USGS	08220000	2002-08-14	104	A
USGS	08220000	2002-08-15	91	A
USGS	08220000	2002-08-16	88	A
USGS	08220000	2002-08-17	88	A
USGS	08220000	2002-08-18	88	A
USGS	08220000	2002-08-19	88	A
USGS	08220000	2002-08-20	99	A
USGS	08220000	2002-08-21	109	A
USGS	08220000	2002-08-22	114	A
USGS	08220000	2002-08-23	124	A
USGS	08220000	2002-08-24	127	A
USGS	08220000	2002-08-25	120	A
USGS	08220000	2002-08-26	115	A
USGS	08220000	2002-08-27	103	A
USGS	08220000	2002-08-28	94	A
USGS	08220000	2002-08-29	95	A
USGS	08220000	2002-08-30	105	A
USGS	08220000	2002-08-31	108	A
USGS	08220000	2002-09-01	101	A
USGS	08220000	2002-09-02	96	A
USGS	08220000	2002-09-03	98	A
USGS	08220000	2002-09-04	111	A
USGS	08220000	2002-09-05	129	A
USGS	08220000	2002-09-06	128	A
USGS	08220000	2002-09-07	125	A
USGS	08220000	2002-09-08	128	A
USGS	08220000	2002-09-09	142	A
USGS	08220000	2002-09-10	186	A
USGS	08220000	2002-09-11	251	A
USGS	08220000	2002-09-12	377	A
USGS	08220000	2002-09-13	375	A
USGS	08220000	2002-09-14	344	A
USGS	08220000	2002-09-15	267	A
USGS	08220000	2002-09-16	196	A
USGS	08220000	2002-09-17	168	A
USGS	08220000	2002-09-18	158	A
USGS	08220000	2002-09-19	153	A
USGS	08220000	2002-09-20	154	A
USGS	08220000	2002-09-21	145	A
USGS	08220000	2002-09-22	154	A
USGS	08220000	2002-09-23	160	A
USGS	08220000	2002-09-24	165	A
USGS	08220000	2002-09-25	165	A
USGS	08220000	2002-09-26	157	A
USGS	08220000	2002-09-27	154	A
USGS	08220000	2002-09-28	171	A
USGS	08220000	2002-09-29	188	A
USGS	08220000	2002-09-30	205	A
USGS	08220000	2002-10-01	216	A
USGS	08220000	2002-10-02	263	A
USGS	08220000	2002-10-03	321	A
USGS	08220000	2002-10-04	314	A
USGS	08220000	2002-10-05	293	A
USGS	08220000	2002-10-06	257	A
USGS	08220000	2002-10-07	249	A
USGS	08220000	2002-10-08	249	A
USGS	08220000	2002-10-09	250	A
USGS	08220000	2002-10-10	229	A
USGS	08220000	2002-10-11	226	A
USGS	08220000	2002-10-12	222	A
USGS	08220000	2002-10-13	216	A
USGS	08220000	2002-10-14	198	A
USGS	08220000	2002-10-15	190	A
USGS	08220000	2002-10-16	192	A
USGS	08220000	2002-10-17	187	A
USGS	08220000	2002-10-18	189	A
USGS	08220000	2002-10-19	195	A
USGS	08220000	2002-10-20	192	A
USGS	08220000	2002-10-21	187	A
USGS	08220000	2002-10-22	185	A
USGS	08220000	2002-10-23	187	A
USGS	08220000	2002-10-24	195	A
USGS	08220000	2002-10-25	196	A
USGS	08220000	2002-10-26	199	A
USGS	08220000	2002-10-27	218	A
USGS	08220000	2002-10-28	185	A
USGS	08220000	2002-10-29	165	A
USGS	08220000	2002-10-30	154	A
USGS	08220000	2002-10-31	154	A
USGS	08220000	2002-11-01	166	A
USGS	08220000	2002-11-02	176	A
USGS	08220000	2002-11-03	159	A
USGS	08220000	2002-11-04	149	A
USGS	08220000	2002-11-05	145	A
USGS	08220000	2002-11-06	120	A
USGS	08220000	2002-11-07	110	A
USGS	08220000	2002-11-08	128	A
USGS	08220000	2002-11-09	145	A
USGS	08220000	2002-11-10	145	A
USGS	08220000	2002-11-11	110	A
USGS	08220000	2002-11-12	88	A
USGS	08220000	2002-11-13	109	A
USGS	08220000	2002-11-14	146	A
USGS	08220000	2002-11-15	135	A
USGS	08220000	2002-11-16	90	A
USGS	08220000	2002-11-17	116	A
USGS	08220000	2002-11-18	131	A
USGS	08220000	2002-11-19	124	A
USGS	08220000	2002-11-20	124	A
USGS	08220000	2002-11-21	138	A
USGS	08220000	2002-11-22	129	A
USGS	08220000	2002-11-23	130	A
USGS	08220000	2002-11-24	129	A
USGS	08220000	2002-11-25	138	A
USGS	08220000	2002-11-26	117	A
USGS	08220000	2002-11-27	92	A:e
USGS	08220000	2002-11-28	92	A:e
USGS	08220000	2002-11-29	108	A:e
USGS	08220000	2002-11-30	114	A:e
USGS	08220000	2002-12-01	114	A:e
USGS	08220000	2002-12-02	110	A:e
USGS	08220000	2002-12-03	110	A:e
USGS	08220000	2002-12-04	105	A:e
USGS	08220000	2002-12-05	101	A
USGS	08220000	2002-12-06	95	A:e
USGS	08220000	2002-12-07	90	A:e
USGS	08220000	2002-12-08	95	A:e
USGS	08220000	2002-12-09	95	A:e
USGS	08220000	2002-12-10	95	A:e
USGS	08220000	2002-12-11	100	A:e
USGS	08220000	2002-12-12	100	A:e
USGS	08220000	2002-12-13	100	A:e
USGS	08220000	2002-12-14	100	A:e
USGS	08220000	2002-12-15	100	A:e
USGS	08220000	2002-12-16	110	A:e
USGS	08220000	2002-12-17	110	A:e
USGS	08220000	2002-12-18	100	A:e
USGS	08220000	2002-12-19	100	A:e
USGS	08220000	2002-12-20	90	A:e
USGS	08220000	2002-12-21	100	A:e
USGS	08220000	2002-12-22	95	A:e
USGS	08220000	2002-12-23	100	A:e
USGS	08220000	2002-12-24	95	A:e
USGS	08220000	2002-12-25	90	A:e
USGS	08220000	2002-12-26	90	A:e
USGS	08220000	2002-12-27	90	A:e
USGS	08220000	2002-12-28	95	A:e
USGS	08220000	2002-12-29	100	A:e
USGS	08220000	2002-12-30	100	A:e
USGS	08220000	2002-12-31	100	A:e
USGS	08220000	2003-01-01	110	A:e
USGS	08220000	2003-01-02	100	A:e
USGS	08220000	2003-01-03	110	A:e
USGS	08220000	2003-01-04	110	A:e
USGS	08220000	2003-01-05	110	A:e
USGS	08220000	2003-01-06	100	A:e
USGS	08220000	2003-01-07	100	A:e
USGS	08220000	2003-01-08	100	A:e
USGS	08220000	2003-01-09	110	A:e
USGS	08220000	2003-01-10	110	A:e
USGS	08220000	2003-01-11	100	A:e
USGS	08220000	2003-01-12	100	A:e
USGS	08220000	2003-01-13	100	A:e
USGS	08220000	2003-01-14	110	A:e
USGS	08220000	2003-01-15	110	A:e
USGS	08220000	2003-01-16	110	A:e
USGS	08220000	2003-01-17	100	A:e
USGS	08220000	2003-01-18	100	A:e
USGS	08220000	2003-01-19	110	A:e
USGS	08220000	2003-01-20	110	A:e
USGS	08220000	2003-01-21	120	A:e
USGS	08220000	2003-01-22	120	A:e
USGS	08220000	2003-01-23	120	A:e
USGS	08220000	2003-01-24	130	A:e
USGS	08220000	2003-01-25	130	A:e
USGS	08220000	2003-01-26	120	A:e
USGS	08220000	2003-01-27	130	A:e
USGS	08220000	2003-01-28	130	A:e
USGS	08220000	2003-01-29	120	A:e
USGS	08220000	2003-01-30	120	A:e
USGS	08220000	2003-01-31	130	A:e
USGS	08220000	2003-02-01	130	A:e
USGS	08220000	2003-02-02	130	A:e
USGS	08220000	2003-02-03	120	A:e
USGS	08220000	2003-02-04	110	A:e
USGS	08220000	2003-02-05	100	A:e
USGS	08220000	2003-02-06	100	A:e
USGS	08220000	2003-02-07	90	A:e
USGS	08220000	2003-02-08	90	A:e
USGS	08220000	2003-02-09	100	A:e
USGS	08220000	2003-02-10	100	A:e
USGS	08220000	2003-02-11	110	A:e
USGS	08220000	2003-02-12	110	A:e
USGS	08220000	2003-02-13	130	A:e
USGS	08220000	2003-02-14	130	A:e
USGS	08220000	2003-02-15	120	A:e
USGS	08220000	2003-02-16	120	A:e
USGS	08220000	2003-02-17	130	A:e
USGS	08220000	2003-02-18	120	A:e
USGS	08220000	2003-02-19	110	A:e
USGS	08220000	2003-02-20	110	A:e
USGS	08220000	2003-02-21	120	A:e
USGS	08220000	2003-02-22	120	A:e
USGS	08220000	2003-02-23	110	A:e
USGS	08220000	2003-02-24	120	A:e
USGS	08220000	2003-02-25	130	A:e
USGS	08220000	2003-02-26	130	A:e
USGS	08220000	2003-02-27	130	A:e
USGS	08220000	2003-02-28	130	A:e
USGS	08220000	2003-03-01	110	A:e
USGS	08220000	2003-03-02	120	A:e
USGS	08220000	2003-03-03	130	A:e
USGS	08220000	2003-03-04	140	A:e
USGS	08220000	2003-03-05	130	A:e
USGS	08220000	2003-03-06	130	A:e
USGS	08220000	2003-03-07	134	A
USGS	08220000	2003-03-08	138	A
USGS	08220000	2003-03-09	146	A
USGS	08220000	2003-03-10	151	A
USGS	08220000	2003-03-11	159	A
USGS	08220000	2003-03-12	173	A
USGS	08220000	2003-03-13	184	A
USGS	08220000	2003-03-14	192	A
USGS	08220000	2003-03-15	199	A
USGS	08220000	2003-03-16	205	A
USGS	08220000	2003-03-17	185	A
USGS	08220000	2003-03-18	153	A
USGS	08220000	2003-03-19	143	A
USGS	08220000	2003-03-20	148	A
USGS	08220000	2003-03-21	201	A
USGS	08220000	2003-03-22	194	A
USGS	08220000	2003-03-23	187	A
USGS	08220000	2003-03-24	195	A
USGS	08220000	2003-03-25	190	A
USGS	08220000	2003-03-26	186	A
USGS	08220000	2003-03-27	176	A
USGS	08220000	2003-03-28	157	A
USGS	08220000	2003-03-29	132	A
USGS	08220000	2003-03-30	142	A
USGS	08220000	2003-03-31	163	A
USGS	08220000	2003-04-01	178	A
USGS	08220000	2003-04-02	221	A
USGS	08220000	2003-04-03	233	A
USGS	08220000	2003-04-04	210	A
USGS	08220000	2003-04-05	202	A
USGS	08220000	2003-04-06	185	A
USGS	08220000	2003-04-07	169	A
USGS	08220000	2003-04-08	152	A
USGS	08220000	2003-04-09	166	A
USGS	08220000	2003-04-10	198	A
USGS	08220000	2003-04-11	259	A
USGS	08220000	2003-04-12	305	A
USGS	08220000	2003-04-13	330	A
USGS	08220000	2003-04-14	396	A
USGS	08220000	2003-04-15	531	A
USGS	08220000	2003-04-16	510	A
USGS	08220000	2003-04-17	502	A
USGS	08220000	2003-04-18	468	A
USGS	08220000	2003-04-19	388	A
USGS	08220000	2003-04-20	318	A
USGS	08220000	2003-04-21	308	A
USGS	08220000	2003-04-22	351	A
USGS	08220000	2003-04-23	358	A
USGS	08220000	2003-04-24	344	A
USGS	08220000	2003-04-25	384	A
USGS	08220000	2003-04-26	458	A
USGS	08220000	2003-04-27	567	A
USGS	08220000	2003-04-28	691	A
USGS	08220000	2003-04-29	897	A
USGS	08220000	2003-04-30	910	A
USGS	08220000	2003-05-01	799	A
USGS	08220000	2003-05-02	748	A
USGS	08220000	2003-05-03	742	A
USGS	08220000	2003-05-04	755	A
USGS	08220000	2003-05-05	696	A
USGS	08220000	2003-05-06	663	A
USGS	08220000	2003-05-07	630	A
USGS	08220000	2003-05-08	571	A
USGS	08220000	2003-05-09	516	A
USGS	08220000	2003-05-10	473	A
USGS	08220000	2003-05-11	435	A
USGS	08220000	2003-05-12	465	A
USGS	08220000	2003-05-13	686	A
USGS	08220000	2003-05-14	958	A
USGS	08220000	2003-05-15	1270	A
USGS	08220000	2003-05-16	1350	A
USGS	08220000	2003-05-17	1840	A
USGS	08220000	2003-05-18	2090	A
USGS	08220000	2003-05-19	2360	A
USGS	08220000	2003-05-20	2570	A
USGS	08220000	2003-05-21	2550	A
USGS	08220000	2003-05-22	2970	A
USGS	08220000	2003-05-23	3430	A
USGS	08220000	2003-05-24	3480	A
USGS	08220000	2003-05-25	3250	A
USGS	08220000	2003-05-26	3150	A
USGS	08220000	2003-05-27	3270	A
USGS	08220000	2003-05-28	3120	A
USGS	08220000	2003-05-29	3260	A
USGS	08220000	2003-05-30	3180	A
USGS	08220000	2003-05-31	3190	A
USGS	08220000	2003-06-01	3080	A
USGS	08220000	2003-06-02	2920	A
USGS	08220000	2003-06-03	2790	A
USGS	08220000	2003-06-04	2590	A
USGS	08220000	2003-06-05	2420	A
USGS	08220000	2003-06-06	2220	A
USGS	08220000	2003-06-07	2020	A
USGS	08220000	2003-06-08	1790	A
USGS	08220000	2003-06-09	1720	A
USGS	08220000	2003-06-10	1630	A
USGS	08220000	2003-06-11	1260	A
USGS	08220000	2003-06-12	1110	A
USGS	08220000	2003-06-13	1030	A
USGS	08220000	2003-06-14	925	A
USGS	08220000	2003-06-15	855	A
USGS	08220000	2003-06-16	845	A
USGS	08220000	2003-06-17	795	A
USGS	08220000	2003-06-18	743	A
USGS	08220000	2003-06-19	735	A
USGS	08220000	2003-06-20	754	A
USGS	08220000	2003-06-21	762	A
USGS	08220000	2003-06-22	717	A
USGS	08220000	2003-06-23	638	A
USGS	08220000	2003-06-24	571	A
USGS	08220000	2003-06-25	518	A
USGS	08220000	2003-06-26	473	A
USGS	08220000	2003-06-27	437	A
USGS	08220000	2003-06-28	397	A
USGS	08220000	2003-06-29	376	A
USGS	08220000	2003-06-30	371	A
USGS	08220000	2003-07-01	368	A
USGS	08220000	2003-07-02	345	A
USGS	08220000	2003-07-03	313	A
USGS	08220000	2003-07-04	287	A
USGS	08220000	2003-07-05	263	A
USGS	08220000	2003-07-06	241	A
USGS	08220000	2003-07-07	222	A
USGS	08220000	2003-07-08	217	A
USGS	08220000	2003-07-09	211	A
USGS	08220000	2003-07-10	252	A
USGS	08220000	2003-07-11	286	A
USGS	08220000	2003-07-12	299	A
USGS	08220000	2003-07-13	302	A
USGS	08220000	2003-07-14	304	A
USGS	08220000	2003-07-15	271	A
USGS	08220000	2003-07-16	215	A
USGS	08220000	2003-07-17	205	A
USGS	08220000	2003-07-18	205	A
USGS	08220000	2003-07-19	185	A
USGS	08220000	2003-07-20	201	A
USGS	08220000	2003-07-21	218	A
USGS	08220000	2003-07-22	216	A
USGS	08220000	2003-07-23	211	A
USGS	08220000	2003-07-24	235	A
USGS	08220000	2003-07-25	220	A
USGS	08220000	2003-07-26	211	A
USGS	08220000	2003-07-27	227	A
USGS	08220000	2003-07-28	241	A
USGS	08220000	2003-07-29	251	A
USGS	08220000	2003-07-30	301	A
USGS	08220000	2003-07-31	305	A
USGS	08220000	2003-08-01	289	A
USGS	08220000	2003-08-02	257	A
USGS	08220000	2003-08-03	224	A
USGS	08220000	2003-08-04	204	A
USGS	08220000	2003-08-05	195	A
USGS	08220000	2003-08-06	178	A
USGS	08220000	2003-08-07	175	A
USGS	08220000	2003-08-08	181	A
USGS	08220000	2003-08-09	193	A
USGS	08220000	2003-08-10	195	A
USGS	08220000	2003-08-11	199	A
USGS	08220000	2003-08-12	206	A
USGS	08220000	2003-08-13	223	A
USGS	08220000	2003-08-14	205	A
USGS	08220000	2003-08-15	190	A
USGS	08220000	2003-08-16	191	A
USGS	08220000	2003-08-17	202	A
USGS	08220000	2003-08-18	207	A
USGS	08220000	2003-08-19	207	A
USGS	08220000	2003-08-20	195	A
USGS	08220000	2003-08-21	172	A
USGS	08220000	2003-08-22	171	A
USGS	08220000	2003-08-23	185	A
USGS	08220000	2003-08-24	218	A
USGS	08220000	2003-08-25	228	A
USGS	08220000	2003-08-26	283	A
USGS	08220000	2003-08-27	321	A
USGS	08220000	2003-08-28	323	A
USGS	08220000	2003-08-29	401	A
USGS	08220000	2003-08-30	401	A
USGS	08220000	2003-08-31	386	A
USGS	08220000	2003-09-01	345	A
USGS	08220000	2003-09-02	295	A
USGS	08220000	2003-09-03	258	A
USGS	08220000	2003-09-04	267	A
USGS	08220000	2003-09-05	267	A
